SystemID,Region,Constellation,Name,Security,Neighbors
30000901,Great Wildlands,730-KH,JPL-RA,-0.10,30000902:30000923
30000933,Great Wildlands,BB8E-G,AI-EVH,-0.06,30000932:30000934:30000947
30000969,Great Wildlands,V-4QJC,9SNK-O,0.00,30000966:30000967:30000970
30000996,Great Wildlands,I3-2J0,28-QWU,-0.05,30000995:30000997:30000999
30000997,Great Wildlands,I3-2J0,UD-AOK,-0.11,30000996:30000998:30000999
30001266,Venal,1G-8KY,9-R6GU,-0.10,30001265:30002889
30001268,Venal,ST-0EZ,P-FSQE,-0.15,30001267:30001269
30001269,Venal,ST-0EZ,H-PA29,-0.24,30001268:30001270:30001273
30001270,Venal,ST-0EZ,1-Y6KI,-0.18,30001269:30001271:30001273
30001272,Venal,ST-0EZ,D-8SI1,-0.13,30001271:30001273:30001274:30001292
30001285,Venal,N32Z-Z,AA-YRK,-0.41,30001283:30001284
30001286,Venal,UTZ-7B,BV-1JG,-0.23,30001273:30001287:30001290
30001344,Venal,0HD-6C,FHB-QA,-0.38,30001322:30001345:30001348
30001346,Venal,0HD-6C,B3QP-K,-0.77,30001345:30001347:30001348:30003612
30001349,Venal,0HD-6C,42XJ-N,-0.41,30001345:30001348:30003657
30001968,Pure Blind,MDM8-J,D7T-C0,-0.20,30001965:30001969:30002004
30001975,Pure Blind,U8-CWA,12YA-2,-0.18,30001972:30001976
30001983,Pure Blind,38G6-L,ROIR-Y,-0.24,30001982:30003676
30001991,Pure Blind,WMP-OF,ION-FG,-0.13,30001976:30001992
30002004,Pure Blind,U-7RBK,8S-0E1,-0.23,30001968:30002005
30002007,Pure Blind,U-7RBK,2-6TGQ,-0.21,30002005:30002014
30002017,Pure Blind,304Z-R,S-MDYI,-0.05,30002016:30002018
30002018,Pure Blind,304Z-R,ZKYV-W,-0.06,30002017:30002019:30002021
30002019,Pure Blind,304Z-R,F-NMX6,-0.06,30002016:30002018:30002029
30002020,Pure Blind,304Z-R,GA-P6C,-0.08,30002016
30002023,Pure Blind,K-QUVW,RD-G2R,-0.13,30001981:30002024
30002275,Domain,Liela,Clarelam,0.50,30002274
30002414,Molden Heath,Elfrard,Klingt,0.30,30002413:30002415
30002415,Molden Heath,Elfrard,Weld,0.30,30002414:30002416:30002419
30002417,Molden Heath,Elfrard,Kadlina,0.42,30002416:30002418:30002419
30002418,Molden Heath,Elfrard,Hegfunden,0.32,30002416:30002417:30002419
30002458,Geminate,NK-AOZ,LX-ZOJ,-0.45,30002457:30002460:30002461:30002462
30002459,Geminate,NK-AOZ,6L78-1,-0.40,30002457:30002460:30002461:30002463:30002465
30002461,Geminate,NK-AOZ,4VY-Y1,-0.37,30002457:30002458:30002459:30002462
30002468,Geminate,V1G-63,HJO-84,-0.35,30002467:30002469
30002470,Geminate,V1G-63,L-TOFR,-0.73,30000318:30002467:30002469:30002471
30002495,Geminate,RJ-1R7,4K0N-J,-0.13,30002494
30002497,Geminate,RJ-1R7,W-3BSU,-0.09,30002496:30002498
30002498,Geminate,RJ-1R7,BE-UUN,-0.12,30002496:30002497
30002565,Heimatar,Urtfer,Appen,0.82,30002564:30002566
30002579,Heimatar,Benurad,Hedgiviter,0.42,30002578
30002654,Sinq Laison,Spaen,Schoorasana,0.45,30002653:30003061
30002983,Devoid,Kabo,Soosat,0.34,30002982:30002984
30002985,Devoid,Kabo,Itsyamil,0.25,30002982:30002984
30003094,The Bleak Lands,Ohvarainen,Imata,0.49,30003093:30003095
30003284,Syndicate,2-M6DE,M2-CF1,-0.14,30003282:30003285:30003301:30003309
30003286,Syndicate,Y4Y7-Q,PC9-AY,-0.16,30003285:30003287:30003288
30003292,Syndicate,DS-M4Q,QWF-6P,-0.13,30003282:30003293:30003297
30003293,Syndicate,DS-M4Q,AAS-8R,-0.09,30003272:30003292:30003294
30003294,Syndicate,DS-M4Q,V4-L0X,-0.07,30003273:30003293:30003295:30003299:30003300
30003295,Syndicate,DS-M4Q,PFP-GU,-0.05,30003273:30003294:30003296
30003323,Syndicate,YFN-UN,TXW-EI,-0.01,30003321:30003324:30003325:30003820
30003332,Syndicate,49A-BZ,2P-4LS,-0.12,30003330:30003335
30003334,Syndicate,49A-BZ,LSC4-P,-0.31,30003330:30003336
30003694,Fade,7X-X1Y,E9KD-N,-0.41,30003691:30003696:30004070
30003707,Providence,G2E-RJ,9UY4-H,-0.08,30001226:30003706:30003708:30003717:30003723
30003725,Providence,I9B-8X,Shintaht,-0.09,30003723:30003727
30003730,Providence,XV7L-S,B-WPLZ,-0.20,30003729:30003732:30003733:30003734
30003731,Providence,XV7L-S,XHQ-7V,-0.17,30003705:30003729:30003760
30003769,Providence,04-H4M,R3-K7K,-0.03,30003563:30003767:30003770
30003819,Placid,Ganoure,Barleguet,0.07,30003818:30003820:30003821
30003865,Khanid,Nohshayess,Sazre,0.81,30003864:30003888
30003882,Khanid,Youledian,Lansez,0.73,30003866:30003883
30003904,Khanid,Fekhoya,Col,0.53,30003903:30003905:30003907
30003922,Khanid,Akar,Nahrneder,0.25,30003917:30005062
30004037,Cloud Ring,Yrton,1-3HWZ,-0.04,30003335:30004038
30004060,Cloud Ring,Prelle,O-BDXB,-0.26,30004059:30004063:30004064
30004076,Cloud Ring,Miennue,P5-KCC,-0.02,30004069:30004071:30004073:30004075
30004118,Kador,Favo,Ardhis,0.40,30004117:30004120
30004145,Kador,Naloran,Hapala,0.88,30004144:30004146
30004245,Aridia,Mareerieh,Udianoor,0.38,30004244:30004246
30004493,Outer Ring,Crown,C0T-77,-0.01,30003322:30004494:30004497:30004500
30004533,Outer Ring,Scepter,NP6-38,-0.17,30004532:30004534:30004535:30004536:30004537
30004534,Outer Ring,Scepter,G-YT55,-0.04,30004533:30004535:30004536
30004536,Outer Ring,Scepter,G5-EN3,-0.02,30004533:30004534:30004535
30004584,Fountain,Centaur,Z9PP-H,-0.03,30004554:30004585:30004586
30004587,Fountain,Centaur,7X-02R,-0.09,30004586:30004588
30005085,Kor-Azor,Tendrara,Ranni,0.37,30005084:30005086
30005213,Genesis,Ashela,Hesarid,0.37,30005212
30005245,Genesis,Reya,Tahli,0.56,30005244:30005247:30005248
30005247,Genesis,Reya,Kobam,0.54,30005244:30005245:30005248
30005248,Genesis,Reya,Hirizan,0.49,30004116:30005245:30005247
30005249,Genesis,Charak,Anyed,0.56,30005246:30005250:30005251:30005252
30005256,Genesis,Makh,Itrin,0.39,30005251:30005252:30005254:30005255:30005260
30005257,Genesis,Makh,Bantish,0.31,30005255:30005258:30005259:30005275
30005258,Genesis,Makh,Korridi,0.32,30005257:30005268
30005264,Genesis,Monalaz,Angur,0.18,30005262:30005265:30005266
30005265,Genesis,Monalaz,Hangond,0.21,30005262:30005264
30005270,Genesis,Aven,Shalne,0.31,30005268:30005271:30005272:30005273
30005271,Genesis,Aven,Shapisin,0.35,30005268:30005270:30005273
30000013,Derelik,Anares,Onsooh,0.44,30000010:30000012:30000014:30000015:30000016
30000045,Derelik,Ananah,Jaymass,0.22,30000044:30000046:30000048:30000049
30000046,Derelik,Ananah,Mifrata,0.30,30000015:30000044:30000045:30000047:30000048
30000066,Derelik,Mekashtad,Pirohdim,0.63,30000064:30000069
30000071,Derelik,Bedaleya,Jangar,0.53,30000074
30000099,Derelik,Mal,Arena,0.44,30000098:30000101:30000102:30000103
30000103,Derelik,Mal,Serad,0.53,30000099:30000101
30000269,Vale of the Silent,UK-MI6,KX-2UI,-0.16,30000268:30000270:30000271
30000277,Vale of the Silent,YDS0-Y,IR-DYY,-0.16,30000276:30000278:30000279
30000282,Vale of the Silent,A3-T8B,UNAG-6,-0.22,30000281:30000283:30000287
30000294,Vale of the Silent,DILJ-7,1N-FJ8,-0.22,30000292
30000296,Vale of the Silent,0-8MWQ,ZLZ-1Z,-0.17,30000295:30000297:30000298
30000297,Vale of the Silent,0-8MWQ,6Y-WRK,-0.16,30000296:30000299
30000298,Vale of the Silent,0-8MWQ,RVCZ-C,-0.14,30000295:30000296:30000300
30000302,Vale of the Silent,F-V9QW,C-FP70,-0.76,30000301:30000303:30000304
30000303,Vale of the Silent,F-V9QW,T-ZWA1,-0.75,30000301:30000302:30000899
30000304,Vale of the Silent,F-V9QW,ZA0L-U,-0.81,30000301:30000302:30000305
30000307,Vale of the Silent,E-8CSQ,B-E3KQ,-0.26,30000299:30000308:30000309
30000308,Vale of the Silent,E-8CSQ,Y5J-EU,-0.22,30000307:30000309:30000310:30000312:30000898
30000318,Vale of the Silent,9KX-M0,9-GBPD,-0.16,30000317:30000319:30002470
30000323,Vale of the Silent,88G-M4,7G-H7D,-0.36,30000286:30000320:30000321:30000322
30000899,Tribute,W-XBGF,QFF-O6,-0.54,30000303:30000898
30000904,Great Wildlands,730-KH,N-DQ0D,-0.07,30000900:30000949:30000971
30000923,Great Wildlands,V-LQBF,CRXA-Y,-0.08,30000901:30000913:30000920
30000932,Great Wildlands,BB8E-G,W-RFUO,-0.16,30000929:30000930:30000933:30000934
30000934,Great Wildlands,BB8E-G,F-MKH3,-0.12,30000932:30000933:30000935
30000964,Great Wildlands,V-4QJC,SL-YBS,-0.03,30000900:30000965:30000967
30000966,Great Wildlands,V-4QJC,0PI4-E,0.00,30000965:30000967:30000969
30000967,Great Wildlands,V-4QJC,6WT-BE,0.00,30000964:30000966:30000969
30000995,Great Wildlands,I3-2J0,0-3VW8,-0.03,30000981:30000996
30000998,Great Wildlands,I3-2J0,M9U-75,-0.14,30000997:30001000
30001226,Catch,T-HHHT,ZQ-Z3Y,-0.09,30001227:30003707
30001271,Venal,ST-0EZ,YP-J33,-0.14,30001270:30001272
30001274,Venal,48R-PS,K3JR-J,-0.14,30001272:30001275
30001287,Venal,UTZ-7B,0-BFTQ,-0.17,30001286:30001288
30001290,Venal,UTZ-7B,6NJ8-V,-0.18,30001286:30001289:30001291
30001292,Venal,E-I1JW,HBD-CC,-0.12,30001272:30001293:30001294:30001296:30001299
30001322,Venal,Y8-HHZ,0-O2UT,-0.42,30001315:30001321:30001323:30001344
30001345,Venal,0HD-6C,Z3U-GI,-0.60,30001344:30001346:30001347:30001349
30001347,Venal,0HD-6C,GVZ-1W,-0.90,30001345:30001346
30001969,Pure Blind,U8-CWA,KI-TL0,-0.18,30001968:30001970:30001973
30001972,Pure Blind,U8-CWA,5-9WNU,-0.19,30001970:30001975
30001992,Pure Blind,WMP-OF,C-H9X7,-0.11,30001991:30001993
30002024,Pure Blind,K-QUVW,UC3H-Y,-0.10,30002023:30002025:30002027:30002028
30002029,Pure Blind,LN-L8L,B-9C24,-0.07,30002019:30002030:30002031
30002416,Molden Heath,Elfrard,Kattegaud,0.72,30002415:30002417:30002418
30002460,Geminate,NK-AOZ,04-LQM,-0.64,30002458:30002459:30002466
30002462,Geminate,NK-AOZ,LU-HQS,-0.42,30002458:30002461:30002464
30002463,Geminate,NK-AOZ,U-L4KS,-0.48,30002459:30002464:30002465:30002481
30002465,Geminate,NK-AOZ,6YC-TU,-0.37,30002459:30002463:30002499
30002469,Geminate,V1G-63,4D9-66,-0.42,30002468:30002470
30002471,Geminate,V1G-63,Q-TBHW,-0.78,30002470:30002472
30002566,Heimatar,Urtfer,Klir,0.76,30002565:30002567
30002889,Deklein,29V-1R,4U90-Z,-0.10,30001266:30002890:30002891:30002892
30002984,Devoid,Kabo,Ibash,0.22,30002983:30002985:30002987
30003095,The Bleak Lands,Ohvarainen,Furskeshin,0.61,30003094:30003097
30003287,Syndicate,Y4Y7-Q,T22-QI,-0.17,30003286
30003288,Syndicate,Y4Y7-Q,X-PYH5,-0.20,30003286:30003289
30003297,Syndicate,DS-M4Q,1-NKVT,-0.16,30003292:30003300
30003300,Syndicate,DS-M4Q,KTHT-O,-0.05,30003294:30003297
30003301,Syndicate,TA-A7V,97X-CH,-0.20,30003284:30003302:30003304:30003307
30003309,Syndicate,MK7-AO,VV-VCR,-0.17,30003284:30003310:30003311
30003324,Syndicate,YFN-UN,3MOG-V,0.00,30003323:30003342
30003325,Syndicate,YFN-UN,NG-C6Y,0.00,30003323:30003326
30003335,Syndicate,49A-BZ,A-SJ8X,-0.09,30003332:30004037:30004504
30003336,Syndicate,GN-ACS,10UZ-P,-0.13,30003334:30003337:30003338:30003341
30003612,Tenal,M-J57M,EOY-BG,-0.07,30001346:30003611:30003614
30003657,Tenal,2-ZRM0,OE-4HB,-1.00,30001349:30003653:30003655:30003656
30003676,Fade,XFLN-F,C8-CHY,-0.29,30001983:30003677
30003691,Fade,7X-X1Y,FIO1-8,-0.37,30003690:30003694:30003695
30003696,Fade,7X-X1Y,WQY-IQ,-0.30,30003694:30003695
30003703,Providence,G2E-RJ,G-5EN2,-0.20,30000075:30003704
30003705,Providence,G2E-RJ,YWS0-Z,-0.14,30003704:30003706:30003731
30003706,Providence,G2E-RJ,4B-NQN,-0.10,30003704:30003705:30003707
30003708,Providence,G2E-RJ,49GC-R,-0.08,30003707:30003748
30003717,Providence,AZBG-H,U-HYMT,-0.07,30003707:30003718:30003719:30003720
30003727,Providence,I9B-8X,D-6WS1,-0.11,30003725:30003728
30003732,Providence,XV7L-S,E-YCML,-0.15,30003730:30003733:30003734
30003733,Providence,XV7L-S,TU-O0T,-0.15,30003730:30003732:30003734
30003734,Providence,XV7L-S,Y9-MDG,-0.19,30003730:30003732:30003733
30003760,Providence,P6N8-J,JEIV-E,-0.14,30003731:30003761:30003762:30003763
30003767,Providence,04-H4M,N8XA-L,-0.07,30003766:30003769
30003770,Providence,04-H4M,X-R3NM,-0.05,30003769:30003771:30003772:30003773
30003820,Placid,Ganoure,Vestouve,0.04,30003323:30003819:30003822
30003821,Placid,Ganoure,Ausmaert,0.07,30003819:30003823
30003883,Khanid,Youledian,Keberz,0.53,30001161:30003882:30003884:30003885
30003888,Khanid,Sib,Badivefi,0.66,30003865:30003889:30003890:30003891
30003903,Khanid,Fekhoya,Afnakat,0.60,30003885:30003904:30003906:30003909
30003905,Khanid,Fekhoya,Chamemi,0.44,30003904:30003908:30003909
30003917,Khanid,Akar,Amafi,0.29,30003900:30003918:30003919:30003922
30004059,Cloud Ring,Prelle,9-4RP2,-0.24,30004058:30004060:30004061:30004062
30004063,Cloud Ring,Prelle,Z-Y7R7,-0.15,30002046:30004060:30004061
30004071,Cloud Ring,Miennue,28O-JY,-0.01,30004072:30004076
30004073,Cloud Ring,Miennue,6ON-RW,-0.01,30004072:30004074:30004075:30004076
30004075,Cloud Ring,Miennue,X-M9ON,-0.01,30004073:30004074:30004076
30004146,Kador,Naloran,Salah,0.85,30004145:30004147
30004244,Aridia,Mareerieh,Onanam,0.39,30004242:30004245
30004494,Outer Ring,Crown,RL-KT0,-0.01,30004493:30004495:30004496:30004498
30004497,Outer Ring,Crown,P-NUWP,-0.02,30003355:30004493:30004496
30004500,Outer Ring,Crown,TQ-RR8,-0.01,30003349:30004493:30004496
30004532,Outer Ring,Scepter,B0C-LD,-0.23,30004528:30004533:30004537
30004537,Outer Ring,Scepter,W-Z3HW,-0.03,30004532:30004533
30004554,Fountain,Pegasus,YZS5-4,-0.02,30004552:30004584
30004585,Fountain,Centaur,7-8S5X,-0.03,30004584
30004588,Fountain,Centaur,D2AH-Z,-0.22,30004587
30005086,Kor-Azor,Tendrara,Arza,0.33,30005085
30005250,Genesis,Charak,Habu,0.64,30005249:30005253:30005254
30005251,Genesis,Charak,Asanot,0.45,30005249:30005256
30005252,Genesis,Charak,Anzalaisio,0.45,30005249:30005256
30005254,Genesis,Charak,Abhan,0.58,30005250:30005256
30005259,Genesis,Makh,Lela,0.35,30005257
30005260,Genesis,Makh,Keri,0.36,30005256
30005266,Genesis,Monalaz,Access,0.16,30005264:30005281
30005272,Genesis,Aven,Olin,0.31,30005270:30005274
30005273,Genesis,Aven,Galnafsad,0.24,30005270:30005271:30005274:30005275
30005275,Genesis,Kihkounad,Azedi,0.27,30005257:30005273:30005276
30000010,Derelik,Anares,Chidah,0.54,30000009:30000011:30000013
30000014,Derelik,Anares,Shamahi,0.36,30000013:30000090:30000098
30000015,Derelik,Anares,Sendaya,0.29,30000013:30000018:30000046:30001047
30000016,Derelik,Anares,Nazhgete,0.39,30000013
30000044,Derelik,Ananah,Faspera,0.13,30000045:30000046
30000047,Derelik,Ananah,Majamar,0.37,30000046:30000050
30000049,Derelik,Ananah,Camal,0.21,30000045
30000098,Derelik,Mal,Kehrara,0.36,30000014:30000097:30000099:30000102
30000102,Derelik,Mal,Dysa,0.24,30000095:30000098:30000099:30000104
30000270,Vale of the Silent,UK-MI6,MO-FIF,-0.11,30000269:30000272
30000271,Vale of the Silent,UK-MI6,97-M96,-0.19,30000269
30000278,Vale of the Silent,YDS0-Y,C-DHON,-0.12,30000277
30000279,Vale of the Silent,YDS0-Y,F-D49D,-0.19,30000277
30000287,Vale of the Silent,A3-T8B,7-PO3P,-0.26,30000282
30000300,Vale of the Silent,0-8MWQ,LS9B-9,-0.20,30000298
30000305,Vale of the Silent,F-V9QW,G96R-F,-0.87,30000304:30000306
30000309,Vale of the Silent,E-8CSQ,O-LR1H,-0.25,30000307:30000308:30000310
30000310,Vale of the Silent,E-8CSQ,G5ED-Y,-0.27,30000308:30000309:30000311:30000312:30000313
30000312,Vale of the Silent,E-8CSQ,8-TFDX,-0.19,30000308:30000310:30000311:30000313
30000317,Vale of the Silent,9KX-M0,A3-RQ3,-0.30,30000316:30000318:30000319
30000319,Vale of the Silent,9KX-M0,LS-JEP,-0.24,30000317:30000318
30000320,Vale of the Silent,88G-M4,R-RSZZ,-0.44,30000313:30000321:30000322:30000323
30000321,Vale of the Silent,88G-M4,MGAM-4,-0.58,30000320:30000322:30000323:30000324
30000322,Vale of the Silent,88G-M4,VORM-W,-0.56,30000320:30000321:30000323:30000324
30000913,Great Wildlands,K-DLD2,F8K-WQ,-0.02,30000912:30000914:30000916:30000917:30000923
30000920,Great Wildlands,V-LQBF,AZF-GH,-0.03,30000918:30000923:30000924
30000929,Great Wildlands,BB8E-G,0NV-YU,-0.29,30000928:30000930:30000932
30000930,Great Wildlands,BB8E-G,V-2GYS,-0.19,30000929:30000931:30000932
30000935,Great Wildlands,BB8E-G,ZM-DNR,-0.07,30000927:30000934
30000949,Great Wildlands,AP-S8F,P1T-LP,-0.06,30000904:30000950
30000965,Great Wildlands,V-4QJC,UNJ-GX,-0.01,30000964:30000966:30000968
30000971,Great Wildlands,DYK-G8,LXTC-S,-0.03,30000904:30000972
30000981,Great Wildlands,L-TEVM,F7A-MR,-0.06,30000979:30000995
30001000,Great Wildlands,I3-2J0,K-IYNW,-0.12,30000626:30000998:30002489
30001161,Catch,UX3-N2,HED-GP,-0.15,30001158:30003883
30001227,Catch,T-HHHT,G-AOTH,-0.14,30001226:30001228:30001234
30001275,Venal,48R-PS,CSOA-B,-0.15,30001274:30001276
30001288,Venal,UTZ-7B,SS-GED,-0.16,30001287:30001289:30001300
30001289,Venal,UTZ-7B,AJCJ-1,-0.15,30001288:30001290
30001291,Venal,UTZ-7B,Y-4CFK,-0.19,30001290
30001293,Venal,E-I1JW,P-GKF5,-0.13,30001292:30001294:30001295
30001294,Venal,E-I1JW,E-7U8U,-0.13,30001292:30001293
30001296,Venal,E-I1JW,SBL5-R,-0.13,30001292:30001295:30001299
30001299,Venal,E-I1JW,D-SKWC,-0.16,30001292:30001296
30001315,Venal,Y8-HHZ,JURU-T,-0.12,30001305:30001316:30001317:30001322
30001321,Venal,Y8-HHZ,B-CZXG,-0.24,30001316:30001317:30001319:30001320:30001322
30001323,Venal,Y8-HHZ,Q61Y-F,-0.66,30001322:30001350
30001970,Pure Blind,U8-CWA,EL8-4Q,-0.16,30001969:30001971:30001972:30001974
30001973,Pure Blind,U8-CWA,XI-VUF,-0.19,30001969
30001993,Pure Blind,WMP-OF,A8I-C5,-0.12,30001992:30001994:30001997
30002025,Pure Blind,K-QUVW,6GWE-A,-0.08,30002024:30002026:30002027:30002028
30002027,Pure Blind,K-QUVW,KDV-DE,-0.09,30002024:30002025:30002028
30002028,Pure Blind,K-QUVW,MT9Q-S,-0.09,30002024:30002025:30002027
30002030,Pure Blind,LN-L8L,P-2TTL,-0.10,30002029:30002031:30002032:30002033:30002034
30002031,Pure Blind,LN-L8L,7X-VKB,-0.07,30002029:30002030
30002046,Pure Blind,0A-73B,7D-0SQ,-0.12,30002044:30004063
30002464,Geminate,NK-AOZ,K25-XD,-0.59,30002462:30002463
30002466,Geminate,NK-AOZ,Y8R-XZ,-0.52,30002460
30002472,Geminate,V1G-63,9P4O-F,-1.00,30002471
30002481,Geminate,KR-XF4,D-I9HJ,-0.31,30002463:30002482:30002484:30002489:30002490
30002499,Geminate,74IL-O,O2O-2X,-0.43,30002465:30002500:30002501
30002567,Heimatar,Urtfer,Jorus,0.73,30002566
30002890,Deklein,29V-1R,T-945F,-0.09,30002889:30002891:30002894
30002891,Deklein,29V-1R,FO8M-2,-0.10,30002889:30002890:30002893:30002894
30002892,Deklein,29V-1R,AD-CBT,-0.17,30002889
30002987,Devoid,Kabo,Ussad,0.16,30002984
30003097,The Bleak Lands,Ohvarainen,Satalama,0.66,30003095
30003289,Syndicate,Y4Y7-Q,ZN0-SR,-0.23,30003288:30003290:30003291
30003302,Syndicate,TA-A7V,5-T0PZ,-0.28,30003301:30003303:30003305
30003304,Syndicate,TA-A7V,2Q-I6Q,-0.14,30003301
30003307,Syndicate,TA-A7V,Y9G-KS,-0.38,30003301:30003306:30003565:30003573
30003310,Syndicate,MK7-AO,5-75MB,-0.16,30003309
30003311,Syndicate,MK7-AO,IIRH-G,-0.26,30003309:30003312
30003326,Syndicate,YFN-UN,XYY-IA,-0.01,30003325
30003337,Syndicate,GN-ACS,EN-VOD,-0.03,30003336
30003338,Syndicate,GN-ACS,9GYL-O,-0.05,30003336:30003339:30003340
30003341,Syndicate,GN-ACS,9U-TTJ,-0.24,30003336
30003342,Syndicate,59H-0G,Y-W6GF,-0.01,30003324:30003343:30003344:30003348
30003349,Syndicate,QS-FVH,0T-AMZ,-0.01,30003350:30004500
30003355,Syndicate,6-V49K,EF-F36,-0.03,30003356:30003359:30003360:30004497
30003611,Tenal,M-J57M,S-EVIQ,-0.05,30003610:30003612:30003613
30003614,Tenal,M-J57M,IG-ZAM,-0.07,30003612:30003615:30003616
30003653,Tenal,2-ZRM0,GW7P-8,-0.68,30003651:30003652:30003655:30003656:30003657
30003655,Tenal,2-ZRM0,A1RR-M,-0.85,30003653:30003654:30003656:30003657
30003656,Tenal,2-ZRM0,AR-5SY,-0.94,30003653:30003655:30003657
30003677,Fade,XFLN-F,E-9ORY,-0.27,30003676:30003678:30003679
30003690,Fade,7X-X1Y,YKSC-A,-0.34,30003688:30003691:30003692
30003695,Fade,7X-X1Y,8W-OSE,-0.37,30003691:30003696
30003704,Providence,G2E-RJ,9-F0B2,-0.17,30003703:30003705:30003706
30003718,Providence,AZBG-H,FC-3YI,-0.08,30003717:30003719:30003720
30003719,Providence,AZBG-H,QR-K85,-0.06,30003717:30003718:30003720:30003721
30003720,Providence,AZBG-H,5IO8-U,-0.05,30003717:30003718:30003719:30003721
30003728,Providence,I9B-8X,SI-I89,-0.07,30003727
30003748,Providence,5-88B9,3GXF-U,-0.08,30003708:30003749:30003750
30003761,Providence,P6N8-J,O-Y5JQ,-0.14,30003760:30003763
30003762,Providence,P6N8-J,DNR-7M,-0.10,30003760:30003764
30003763,Providence,P6N8-J,N-RMSH,-0.11,30003760:30003761:30003765
30003766,Providence,04-H4M,1-1I53,-0.07,30003747:30003767:30003768
30003771,Providence,04-H4M,8B-VLX,-0.05,30003770:30003772:30003773
30003772,Providence,04-H4M,G-B22J,-0.07,30003770:30003771:30003773
30003773,Providence,04-H4M,X6AB-Y,-0.07,30003756:30003770:30003771:30003772
30003822,Placid,Ganoure,Espigoure,0.05,30003820
30003823,Placid,Ganoure,Kenninck,0.11,30003821
30003884,Khanid,Youledian,Nourbal,0.41,30003883
30003885,Khanid,Youledian,Arzanni,0.55,30003883:30003886:30003903
30003889,Khanid,Sib,Talidal,0.51,30003888:30003895
30003890,Khanid,Sib,Ashi,0.67,30003888
30003891,Khanid,Sib,Tzashrah,0.53,30003888:30003892:30003894
30003900,Khanid,Seevadin,Ham,0.24,30003899:30003901:30003917
30003906,Khanid,Fekhoya,Firbha,0.58,30003903
30003908,Khanid,Fekhoya,Bashyam,0.47,30003905:30003909
30003909,Khanid,Fekhoya,Parses,0.50,30003903:30003905:30003908:30003910
30003918,Khanid,Akar,Hakana,0.32,30003917:30003921
30003919,Khanid,Akar,Ashkoo,0.27,30003917:30003920
30004058,Cloud Ring,Prelle,FQ9W-C,-0.09,30004057:30004059
30004061,Cloud Ring,Prelle,G8AD-C,-0.11,30004059:30004063
30004062,Cloud Ring,Prelle,XZH-4X,-0.75,30004059
30004072,Cloud Ring,Miennue,CX7-70,-0.01,30004071:30004073
30004074,Cloud Ring,Miennue,U65-CN,-0.01,30004057:30004073:30004075
30004147,Kador,Naloran,Akhmoh,0.82,30004146
30004242,Aridia,Mareerieh,Sadana,0.36,30004240:30004243:30004244
30004495,Outer Ring,Crown,UO9-YG,-0.01,30004494:30004496:30004498:30004499
30004496,Outer Ring,Crown,ZQP-QV,-0.01,30004494:30004495:30004497:30004498:30004500
30004498,Outer Ring,Crown,ZJQH-S,-0.01,30004494:30004495:30004496
30004504,Outer Ring,Heart,4C-B7X,-0.01,30003335:30004503:30004505:30004506
30004528,Outer Ring,Regalia,ZXI-K2,-0.08,30004527:30004532
30004552,Fountain,Pegasus,XF-TQL,-0.01,30004525:30004553:30004554
30005253,Genesis,Charak,Chiga,0.73,30005250
30005274,Genesis,Aven,Otakod,0.33,30004230:30005272:30005273
30005276,Genesis,Kihkounad,Sharza,0.30,30005275:30005277:30005278:30005279
30005281,Genesis,EVE,Exit,0.17,30005266:30005282
30000009,Derelik,Anares,Sooma,0.58,30000010
30000011,Derelik,Anares,Shenela,0.46,30000010:30000038
30000018,Derelik,Mamouna,Kazna,0.23,30000015:30000017:30000021
30000050,Derelik,Ananah,Fera,0.48,30000047
30000090,Derelik,Aguh,Ilahed,0.32,30000014:30000089:30000093
30000095,Derelik,Mal,Asilem,0.28,30000097:30000102
30000097,Derelik,Mal,Shach,0.33,30000095:30000096:30000098:30000100
30000104,Derelik,Mal,Mahti,0.23,30000102
30000272,Vale of the Silent,UK-MI6,MA-XAP,-0.10,30000270:30000273
30000306,Vale of the Silent,F-V9QW,Y-ZXIO,-0.90,30000305
30000311,Vale of the Silent,E-8CSQ,BR-6XP,-0.25,30000310:30000312:30000313:30000314
30000313,Vale of the Silent,E-8CSQ,UL-4ZW,-0.41,30000310:30000311:30000312:30000320
30000316,Vale of the Silent,9KX-M0,PX5-LR,-0.17,30000315:30000317
30000324,Vale of the Silent,88G-M4,Q3-BAY,-0.81,30000321:30000322:30000325
30000626,Cache,5HN-S5,I6-SYN,-0.35,30000612:30000625:30000627:30001000
30000912,Great Wildlands,K-DLD2,504Z-V,-0.09,30000913:30000914:30000917:30000919:30000941
30000914,Great Wildlands,K-DLD2,AB-FZE,-0.11,30000912:30000913:30000915
30000916,Great Wildlands,K-DLD2,YUY-LM,-0.02,30000913
30000917,Great Wildlands,K-DLD2,NE-3GR,-0.03,30000912:30000913
30000918,Great Wildlands,V-LQBF,Y4-GQV,-0.02,30000920:30000922:30000924:30000957:30000994
30000924,Great Wildlands,V-LQBF,VXO-OM,0.00,30000918:30000920:30000921:30000922:30000993
30000927,Great Wildlands,BB8E-G,VKU-BG,-0.55,30000908:30000928:30000935
30000928,Great Wildlands,BB8E-G,WPR-EI,-0.46,30000927:30000929
30000931,Great Wildlands,BB8E-G,168-6H,-0.13,30000930
30000950,Great Wildlands,AP-S8F,R-ESG0,-0.05,30000949:30000951
30000968,Great Wildlands,V-4QJC,L1S-G1,-0.02,30000965
